GenConBlf,VacConBlf,InfoPros_Analytic,InfoPros_Experiential,Aff_MMR,Aff_Cov,RskMsl,RskCov,RskMmrVac,RskCovVac,BnfMmrVac,BnfCovVac,VacIntMMR,VacIntCOV_Child,VacIntCOV_Self,HstMMR_inconfidence,HstMMR_risk,HstCov_risk,HstCov_inconfidence,AttdMMRVac,AttdMeasles,AttdCovVac,AttdCov19,SbjNrmMMR,BhvCtrlMMR,SbjNrmCov,BhvCtrlCov,Condition,Fact_others,Narrative_others,Hybrid_others,CaseNum,Progress,Duration__in_seconds_,Gender,Gender_5_TEXT,Ethnicity,Race,Race_7_TEXT,Religion,Religion_8_TEXT,PolIdeo,SlfPolIdeo,SlfPolIdeo_4_TEXT,age,marital,ChildNum,ChildNum_6_TEXT,ChildGen,ChildGen_1_TEXT,ChildGen_2_TEXT,ChildGen_3_TEXT,Income,Edu,Employ,States,Random_ID
3,3.142857143,2.4,3.2,3,2,3,3,3,4,3,2,2,2,2,4,2,2,3.285714286,3,3.2,3,2.8,3,3,3,3,Fact,1,0,0,425,99,2162,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Islam, ,Neither liberal nor conservative,Democrats, ,21-30 years old,Married,1, , , , , ,"$70,000 - $79,999","Master's degree (e.g., MA, MS, MEd)",Employed part time (up to 30 hours per week),New York,56309
3.533333333,3.285714286,5.4,2.2,3,3,3,4,3,3,3,3,2.5,2,2,2.857142857,3.5,3.5,3.714285714,3.333333333,2.4,2.833333333,3.8,3,3.5,2.5,3,Control,0,0,0,426,100,2210,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,21-30 years old,Partnered,1, ,Male,1, , ,"$60,000 - $69,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Washington,37214
3.533333333,3.571428571,5.2,5.2,2,3,4,4,3,4,2,2,2,2.5,2.5,3.285714286,2,3.5,3.142857143,2.666666667,3.6,2.833333333,2.6,2,2,2.5,2,Hybrid,0,0,1,427,100,2226,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Democrats, ,21-30 years old,Married,1, ,Male,1, , ,"$50,000 - $59,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),North Carolina,16713
2.466666667,4.857142857,6.2,1.4,4,4,4,4,2,2,4,4,4,4,3.5,1.571428571,2.5,2,1.857142857,3.333333333,5,4.166666667,5,3.5,5,4.5,4.5,Hybrid,0,0,1,428,100,2235,Male, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Liberal,Democrats, ,31-40 years old,Married,2, ,Male,2, , ,"$50,000 - $59,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),California,3213
3.266666667,3.142857143,7,1.6,2,3,4,4,2,2,5,5,4,4,4,2,2.5,2.5,2.285714286,3.5,4,3.6,4.6,4,3.5,3,3.5,Fact,1,0,0,429,100,2273,Female, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Islam, ,Liberal,Democrats, ,41-50 years old,Married,Other:,6,Female, ,4, ,"$40,000 - $49,999","Bachelor's degree (e.g. BA, BS)",Employed part time (up to 30 hours per week),North Carolina,44470
3.466666667,4,6.4,2.2,4,2,2,4,2,4,2,4,2,2,2,2.571428571,3,4,2.857142857,2.666666667,4,2,3.8,4,4.5,4,4,Control,0,0,0,430,100,2280,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,41-50 years old,Married,3, ,Female, , , ,"$20,000 - $29,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Pennsylvania,49075
4,4,5.4,3,3,2,3,3,3,3,3,3,4,4,2,2,3.5,4,2,3.333333333,4,3.166666667,3.8,3.5,2.5,4,4,Narrative,0,1,0,431,100,2311,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Agnostic, ,Neither liberal nor conservative,Democrats, ,21-30 years old,Married,1, ,Female, ,1, ,"$70,000 - $79,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Florida,64047
2.6,2.714285714,6.4,2.2,4,5,4,4,2,2,4,3,4,4,4,1,4.5,4,1.142857143,2.5,3.8,2.833333333,4.2,5,5,5,5,Narrative,0,1,0,432,100,2319,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Hinduism, ,Neither liberal nor conservative,Independents, ,21-30 years old,Married,1, ,Male, , , ,"$100,000 - $149,999","Master's degree (e.g., MA, MS, MEd)",Self-employed,Texas,16609
1.733333333,4.285714286,6.4,6.2,4,3,4,4,4,3,4,4,4.5,3.5,2.5,1.5,4.5,4.5,1.428571429,2.333333333,4,2.5,3.8,4.5,4.5,4.5,4.5,Narrative,0,1,0,433,100,2327,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Democrats, ,21-30 years old,Married,1, ,Male,5, , ,"$100,000 - $149,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),California,90802
3.2,2.714285714,6.6,1.6,3,3,3,3,2,3,3,2,2.5,2.5,2.5,3.571428571,4,2.5,3.428571429,3.166666667,3.4,2.833333333,3.6,2,1,1,1,Hybrid,0,0,1,434,100,2375,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Independents, ,31-40 years old,Married,1, ,Female, ,1, ,"$30,000 - $39,999","Master's degree (e.g., MA, MS, MEd)",Self-employed,Kansas,44028
2.466666667,2.428571429,6.6,1.2,5,3,4,4,1,3,5,4,5,2,2.5,1.285714286,2.5,4,2.857142857,4.166666667,4,2.333333333,4.6,5,4,1.5,3.5,Fact,1,0,0,435,100,2417,Female, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Catholicism/Christianity, ,Very liberal,Democrats, ,21-30 years old,Partnered,1, ,Female, ,1, ,"$50,000 - $59,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Georgia,89005
4.866666667,4.571428571,5.8,2,4,1,3,2,1,4,3,1,4,1,1,2,2.5,1,5,3.833333333,3.8,1.666666667,2.2,4,4,1,3,Hybrid,0,0,1,436,100,2439,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,31-40 years old,Divorced,2, ,Female, , , ,"$50,000 - $59,999","Associate degree (e.g. AA, AS)",Self-employed,Colorado,97062
2.866666667,3.285714286,5.4,2,4,3,4,4,2,3,5,3,5,3.5,3.5,1,3,3.5,2.285714286,4.166666667,4.2,3.333333333,4.8,5,5,2.5,3.5,Narrative,0,1,0,437,100,2472,Male, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Conservative,Independents, ,21-30 years old,Married,1, ,Male,1, , ,"$70,000 - $79,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Texas,67717
3.466666667,3.428571429,6.2,1.8,4,3,4,4,2,3,3,2,3.5,3.5,4.5,2,3.5,2.5,2.142857143,2.666666667,4.4,3,3.4,4,4.5,4,4,Fact,1,0,0,438,100,2477,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Catholicism/Christianity, ,Conservative,Republicans, ,31-40 years old,Married,2, ,Male,2, , ,"$40,000 - $49,999","Professional degree (e.g., MD, DDS, DVM)",Employed full time (40 or more hours per week),California,10199
2.066666667,2.428571429,3.8,3.2,3,2,4,4,2,3,4,4,4,3,3,2,2.5,2.5,2.142857143,3.166666667,3.4,3.5,3.4,3.5,4.5,3.5,4.5,Control,0,0,0,439,100,2532,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Agnostic, ,Liberal,Democrats, ,21-30 years old,Partnered,1, ,Female, ,1, ,"$50,000 - $59,999",High school degree or equivalent (e.g. GED),Self-employed,Georgia,34097
3.6,2.285714286,4,4.2,3,3,4,4,3,3,3,3,3,3,3,2.571428571,4,3,3,3.5,4.2,3.166666667,3.2,3.5,4.5,3,4,Control,0,0,0,440,100,2588,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Independents, ,21-30 years old,Married,2, ,Male,2, , ,"$40,000 - $49,999","Some college, no degree",Employed full time (40 or more hours per week),North Carolina,37724
3.4,3,5.2,2.8,3,4,2,3,3,3,3,4,3,4,4,2.714285714,3,3,1.571428571,3.666666667,3,4.166666667,3.4, , , , ,Fact,1,0,0,441,83,2627, , , , , , , , , , , , , , , , , , , , , , ,17362
3.466666667,3.142857143,5.6,3.6,2,4,3,2,3,2,1,3,2,2,4,3.285714286,4,2.5,1,2.833333333,4.2,3.333333333,4,2,2,4,4,Hybrid,0,0,1,442,100,2648,Male, ,NOT Hispanic or Latino or Spanish origin,American Indian or Alaska Native, ,Hinduism, ,Liberal,Democrats, ,21-30 years old,Married,1, ,Male, , , ,"$80,000 - $89,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),California,52923
2.666666667,3.428571429,4,4.4,2,4,3,4,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Hybrid,0,0,1,443,100,2702,Male, ,NOT Hispanic or Latino or Spanish origin,American Indian or Alaska Native, ,Hinduism, ,Neither liberal nor conservative,Republicans, ,21-30 years old,Married,1, ,Male, , , ,"Less than $10,000","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Oregon,38637
3,3.142857143,5.4,4,4,4,3,4,2,2,4,4,4.5,4.5,4.5,1.714285714,3.5,3.5,2,3.5,3.8,2.833333333,3.5,4,4,4,4,Narrative,0,1,0,444,100,2728,Female, ,NOT Hispanic or Latino or Spanish origin,American Indian or Alaska Native, ,Catholicism/Christianity, ,Liberal,Republicans, ,21-30 years old,Married,1, ,Female, ,1, ,"$10,000 - $19,999","Bachelor's degree (e.g. BA, BS)",Employed part time (up to 30 hours per week),Alaska,11777
3.4,3.571428571,6.6,1,2,2,4,3,2,2,1,2,4,2.5,3,3.428571429,4,3.5,3.571428571,2.5,3,2.333333333,3.2,3.5,3.5,4,4,Fact,1,0,0,445,100,2783,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Independents, ,31-40 years old,Married,1, ,Male,1, , ,"$30,000 - $39,999","Bachelor's degree (e.g. BA, BS)",Employed part time (up to 30 hours per week),Kansas,28608
3.533333333,3.714285714,5.6,4.8,4,4,3,4,3,2,3,3,4.5,4.5,4,1.857142857,3,3.5,1.714285714,3,3,3,3.6,4,4.5,4.5,4,Hybrid,0,0,1,446,100,3014,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Hinduism, ,Neither liberal nor conservative,Independents, ,21-30 years old,Married,2, ,Male,2, , ,"Less than $10,000","Bachelor's degree (e.g. BA, BS)",Employed part time (up to 30 hours per week),New Jersey,9295
3.2,2.571428571,6.4,1.4,3,3,4,4,3,4,4,3,3.5,4,4,2,3.5,4.5,1.428571429,2.5,3.6,3.5,4.6,4,5,5,5,Hybrid,0,0,1,447,100,3024,Female, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Liberal,Democrats, ,31-40 years old,Married,2, ,Female, ,2, ,"$60,000 - $69,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),North Carolina,50732
3.416666667,3,5.6,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2.5,3.6,3,3,3,3.5,Control,0,0,0,448,100,3630,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Democrats, ,31-40 years old,Married,4, ,Male,4, , ,"$30,000 - $39,999","Associate degree (e.g. AA, AS)",Homemaker,Florida,32720
3.8,4.142857143,5.6,2.6,2,2,2,4,4,3,3,3,2.5,2.5,2.5,2.285714286,4.5,3.5,2.142857143,3,3.6,3,3.8,4,4,3.5,4,Hybrid,0,0,1,450,100,4821,Male, ,Hispanic or Latino or Spanish origin,Asian, ,Hinduism, ,Conservative,Democrats, ,31-40 years old,Married,2, ,Male,2, , ,"$100,000 - $149,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Oregon,17377
3.933333333,3.857142857,5,2.8,4,2,3,3,2,3,3,2,3.5,1,1,2.428571429,3.5,3.5,4,3.666666667,2.6,2.666666667,3.2,4.5,4.5,2,3.5,Narrative,0,1,0,451,100,5182,Female, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,41-50 years old,Partnered,1, ,Male,1, , ,"$30,000 - $39,999","Bachelor's degree (e.g. BA, BS)",Employed part time (up to 30 hours per week),Oregon,31459
3.266666667,3.714285714,3.6,2.6,2,4,3,3,4,3,4,3,3,3,3,3.142857143,3,3,3.142857143,3.333333333,3.4,3.166666667,3,2.5,3,2.5,2.5,Fact,1,0,0,452,99,7209,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,31-40 years old,Married,1, ,Male,4, , ,"$80,000 - $89,999","Some college, no degree",Employed full time (40 or more hours per week),California,95353
3.8,4,5,3.2,2,2,3,4,3,3,3,3,2,2,2,2.285714286,4,3.5,2.428571429,3.333333333,3.6,2.666666667,3.8,3,3.5,3,3.5,Narrative,0,1,0,453,100,19024,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Islam, ,Liberal,Democrats, ,21-30 years old,Married,1, ,Male,1, , ,"$100,000 - $149,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),New York,62665
2.133333333,1.857142857,5.6,3.4,4,4,2,3,3,1,3,2,4,5,5,1.857142857,3,3,1.857142857,4,3.8,3.5,4.6, , , , ,Control,0,0,0,454,83,34426, , , , , , , , , , , , , , , , , , , , , , ,45072
3.266666667,3.857142857,5,2.6,1,4,2,4,1,4,5,2,5,3,2,3.142857143,4.5,3,2.857142857,3,2.6,2.333333333,2.4,2.5,3,2.5,2,Narrative,0,1,0,455,100,101763,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Democrats, ,21-30 years old,Married,2, ,Female, ,2, ,"$30,000 - $39,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Indiana,74668
2.6,1.571428571,2.8,4,1,1,4,4,4,4,1,1,1,1,1,4.714285714,3,5,5,3.666666667,1.4,3.833333333,1.2,1,3,1,3,Control,0,0,0,456,100,211710,Other:,37,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Democrats, ,31-40 years old,Married,2, ,Male,2, , ,"$20,000 - $29,999","Associate degree (e.g. AA, AS)",Employed part time (up to 30 hours per week),Florida,80079
3.333333333,3.714285714,4.6,4.6,4,3,4,4,4,3,4,3,3.5,3.5,3,2.428571429,3.5,4.5,2.428571429,2.833333333,2.8,2.666666667,3.2,3.5,3.5,3.5,3.5,Narrative,0,1,0,457,99,336390,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Islam, ,Liberal,Independents, ,21-30 years old,Married,1, ,Male,1, , ,"$10,000 - $19,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),New York,62391
3,4,6,6,4,4,3,3,3,3,3,3,1,1,1,2,4,4,2,2.666666667,3.6,2.666666667,3.6,4,4,4,4,Control,0,0,0,458,100,364888,Male, ,Hispanic or Latino or Spanish origin,Black or African American, ,Hinduism, ,Conservative,Independents, ,21-30 years old,Married,1, ,Male, , , ,"$30,000 - $39,999","Master's degree (e.g., MA, MS, MEd)",Self-employed,Indiana,25194
3.533333333,3,4.2,3.4,3,4,2,3,2,2,3,3,3.5,3.5,2.5,2.571428571,2.5,3,2.142857143,3.333333333,2.8,3.333333333,4.2,4,3.5,1.5,3,Hybrid,0,0,1,459,99,395769,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Atheist, ,Liberal,Democrats, ,41-50 years old,Partnered,2, ,Female, ,2, ,"$30,000 - $39,999",High school degree or equivalent (e.g. GED), ,California,15967
3.533333333,3.714285714,5,3,3,3,4,4,3,3,3,3,4,2,2,2.428571429,3,3,3.285714286,3.166666667,3.4,3.333333333,3,2.5,2,2.5,2.5,Fact,1,0,0,460,99,431994,Male, ,NOT Hispanic or Latino or Spanish origin,Two or more, ,Islam, ,Neither liberal nor conservative,Independents, ,21-30 years old,Married,1, ,Male,1, , ,"$10,000 - $19,999","Bachelor's degree (e.g. BA, BS)",Self-employed,New York,85418
